Feature.ID rab.all rab.win.FMT_O rab.win.FMT_Y diff.btw diff.win effect overlap we.ep we.eBH wi.ep wi.eBH signif minus_log10_pvalue
d4840c45eb37593108d020fb6a63f8e2 2.72293675007947 -1.22466863478703 4.81120491124183 6.42970634994397 2.68822765359961 2.31921016784796 0.0001566326762081 0.0009559244393558 0.109502571356848 0.0006009615384615 0.118575821906378 TRUE 3.22115332195473
f33f3467ac55dc638d055160e876c5a0 5.19685416556401 0.0745186148548331 6.65897584878025 6.46668589745906 3.9931799847705 1.42227965216751 0.0356361400652222 0.0064816663985507 0.361222169151106 0.001848412004662 0.200352910688149 TRUE 2.73320121958336
e4f32cdc3407edb8423447421078fdae 12.4070162302451 12.0751770649998 12.7433711352561 0.6837729646435 0.437556183250775 1.57327818706722 0.0290195918682355 0.0010912011955222 0.179189213695968 0.0019485722610722 0.206034417176179 TRUE 2.7102834841474
850e0d58c1aa35238538564a8010e0ff 12.4612053596144 12.1403969576681 12.6655989376331 0.563662321212185 0.408587923526954 1.4443452126991 0.0468760526671616 0.0024403060265008 0.248369828757152 0.0037104822261072 0.246850263982338 TRUE 2.43056964442058
134bad48b324df94bc4cc2b46c1163c0 8.05251148925432 7.75314600597562 9.6852968258194 2.00767663166139 1.84320200863513 1.11190696896785 0.0690430091056934 0.0113775709547335 0.502489365512656 0.0090053175990676 0.340995447903208 TRUE 2.04550096589939
ac758289e53f97b02624c43428faec58 6.58402497894154 6.08608502459286 7.42773050107308 1.31069945351268 0.651723319180652 1.69008353444368 0.0913145401526956 0.0033477836890708 0.271574565459976 0.0097200976107226 0.342404752155301 TRUE 2.01232937379951
b34fee02043ae56905bc4322b9a16ccb 5.55768153259361 4.79720617125769 5.95458279150698 1.18003544816273 0.806825029961745 1.35392157693011 0.0714292421186588 0.0092230786337622 0.401503873582799 0.0097519667832167 0.33364085388022 TRUE 2.01090778666472
46f2a55319e7ff1f63dbf42b01822615 0.992038286201193 -1.48901306475048 3.48127896532694 4.68608829220351 3.47409898150058 1.34404547960932 0.0757244571547889 0.0227298272479596 0.412449732786344 0.0100114729020979 0.314636865102951 TRUE 1.99950202379976
55ebdcf041fb6b8b4632993423011372 4.4639026644267 -0.710325449099701 7.90578704775077 8.32789910657 5.22970974356848 1.37560769333394 0.0870541107568277 0.0148203243412559 0.394564941797125 0.0104166666666667 0.344654755311393 TRUE 1.98227123303957
31a97fd59b6ad03785748366d17ee806 6.05050802934891 -0.107430636397135 6.95729998440617 7.09931414314191 4.60409165752583 1.28779385759633 0.100446887566056 0.0104546432879485 0.470721430738538 0.0127203525641026 0.401229807815167 TRUE 1.89550085138239
fe25e4a5ce39fa24f303238fc5686bef 5.24529715679288 4.49384670158199 6.50561580027819 1.86538391359377 1.50975013647612 1.17237570538736 0.0913145401526956 0.0072936240504157 0.39183327513825 0.0129434367715618 0.381391440034386 TRUE 1.88795039347011
f30edf16ad3555e62cb3d50b8782c8ab 7.47390937725038 7.18578751648613 7.94531225313837 1.04948795957366 0.938024993112553 1.10646459698275 0.100446887566056 0.0089149541995733 0.432103165613747 0.0164262820512821 0.401060582974766 TRUE 1.78446072429065
a9b067b31639b8cac8cbd431c04a11c9 8.32849931504131 7.67355677958304 8.73235462672769 0.999416705763927 0.932261061126916 1.00301860205947 0.115813305299435 0.0149584809571915 0.532585682515843 0.0187709425990676 0.437468568590458 TRUE 1.7265139183592
257226535a9992783b54605914b8e9ac 4.16902753195149 0.213056523315823 4.5978423880939 4.42831610693073 3.71998431052761 1.10690564360797 0.122768220728196 0.0202323386230346 0.573141018333303 0.0210199956293706 0.416687690256679 TRUE 1.67736737860941
b5bd30d318f8482d9d13218c7211fa5b 7.2359748285233 8.80612686302137 6.11205988973788 -2.88612245388395 1.20778348222846 -2.33886353756881 0.0001566326762081 0.0003893741798835 0.114070059842675 0.0005827505827505 0.117199984202415 TRUE 3.23451728351275
d87bf25a6ca7762903d692d567a10280 7.01021487551077 7.90954487182238 5.21670473043718 -2.72450622477311 0.792197932161891 -3.44840901665169 0.0001566326762081 3.58505023586265e-06 0.0043221310342987 0.0005827505827505 0.117199984202415 TRUE 3.23451728351275
8def2f5e5bfc9d8259276e4ad1652c29 2.79538010394288 5.18234465471282 -1.18851021938103 -6.59215611289012 2.80853518492286 -2.41815109890539 0.0001566326762081 0.0013120367253475 0.1179593294749 0.0005827505827505 0.117199984202415 TRUE 3.23451728351275
e6d52dd044ee3abab50f030bd74627dc 7.23592447688965 8.60329545325219 5.8402819544215 -2.84554004077843 1.43651333923045 -2.07352003814753 0.0022495257024085 0.0003714269274152 0.110305570599076 0.0006009615384615 0.119080841698507 TRUE 3.22115332195473
18341158edd4a79bde7a49f35a52a3ca 4.32353843137773 5.99734057339654 -0.910956363083187 -6.73553236769491 3.13207430018936 -2.01246071737686 0.0001566326762081 0.0018391028702384 0.188701322934145 0.0006373834498834 0.119879003956255 TRUE 3.19559921748235
4149e7afc413d557b531ca78d17d8fe3 7.87961615228812 8.83417780385688 6.02585491485171 -2.76556961589267 1.99102469931331 -1.37435577820247 0.0602686630363801 0.0042549432379954 0.338047932130037 0.0041748615967366 0.268775801698119 TRUE 2.37935791749053
b8a3d28e075745680cc441d8aa1bd356 7.86454042490743 8.25278169042748 7.05208810646699 -1.26281339306181 1.072848270086 -1.15675266134924 0.0712701570806365 0.0067124993135497 0.401925365129911 0.0063374125874125 0.295480882368173 TRUE 2.19808801788602
054bc262c4f3a3db142b3e0ba87787a5 11.2114726936196 11.5980804733978 8.88244938693548 -2.71151781669947 1.37875209881498 -1.85372438582092 0.0825898575432994 0.0010649045653275 0.180465463563824 0.0064330201048951 0.318272661093241 TRUE 2.191585091312
54b3e0af28071e24c4f64e225e3b016d 7.38050984050439 8.21358942526676 6.6884119114463 -1.19353572552691 0.943476412119446 -1.37674287232901 0.0690430091056934 0.0032556490535769 0.286904077741108 0.0074027534965035 0.328240476140125 TRUE 2.13060671190251
21cb7154284fac87675c0044108cb0ba 1.05012588517603 5.86689205462118 -1.38867387080307 -6.96024207061673 3.96051766293096 -1.66190213726247 0.0734973064720094 0.0089793615394248 0.283131197065037 0.0091828744172494 0.318212591519155 TRUE 2.03702135494779
0e739e3908850f5c376a34d0ab25b4be 8.23164270034376 9.87579865082272 7.83954492782072 -2.09761154233867 1.39748571389913 -1.29407321567703 0.0915183671112308 0.0082475141141741 0.440205087081557 0.0102982954545455 0.364838433704876 TRUE 1.98723465257112
5fe20dee7aca3384ca3538a216129b15 7.35227499556311 7.90823582591851 6.52658663173122 -1.38058940436948 1.14204473702104 -1.25134847329876 0.10467749602568 0.0075945440842967 0.423103582383699 0.0107217001748252 0.374254684785327 TRUE 1.96973634169564
110507e49a015e61e765d8aa331f2ff5 7.1752833801769 7.79680509285585 6.57352234126533 -1.13577369678633 0.878019523038537 -1.24000518808675 0.0979960156300356 0.0090194725765648 0.426509517106335 0.0127112470862471 0.385687920723232 TRUE 1.89581183920943
982b02c079cfab912c0fde582195b47a 8.18332844149688 9.94315521751242 7.56594167274046 -1.65786094183249 1.81364537875825 -1.05087408280497 0.140312112152102 0.0176368137875164 0.585605513986974 0.0273209863053613 0.515721821940139 TRUE 1.56350362639446
